hr,steps,temp,calories
91,0,83.3,3.1
87,0,83.3,2.1
83,0,83.3,1.9
88,0,83.3,2.3
89,0,83.3,2.5
92,0,83.3,2.8
104,20,83.3,4.6
98,33,83.3,3.1
95,0,83.3,2.5
108,14,83.3,6
115,23,83.3,5.3
121,13,83.3,9.5
108,10,83.3,6.4
92,0,83.3,2.5
101,0,83.3,3.7
94,0,83.3,2.5
96,0,83.3,2.9
94,0,83.3,2.7
99,0,83.3,3.5
98,0,84.2,3.2
109,11,83.3,4.8
93,12,83.3,2.8
97,11,83.3,3.3
108,0,83.3,6.3
111,0,83.3,6
110,21,83.3,6
97,11,82.4,3.5
102,0,82.4,3.7
103,0,82.4,4.8
100,12,82.4,3.2
90,0,82.4,2.1
82,0,82.4,1.9
94,0,82.4,2.8
102,0,82.4,4.5
96,0,82.4,2.8
96,0,82.4,2.9
105,0,82.4,4.9
117,20,83.3,8.3
92,0,83.3,2.7
85,0,83.3,1.9
84,0,82.4,1.9
82,0,82.4,1.9
97,0,82.4,3
89,0,82.4,2.3
83,0,82.4,2
89,0,83.3,2.3
87,0,83.3,2.1
90,0,83.3,2.3
89,0,83.3,2.3
86,0,84.2,2.3
86,0,84.2,2
88,0,84.2,2.3
86,0,84.2,2.1
91,0,85.1,2.4
94,0,85.1,2.8
110,0,85.1,5.2
97,9,85.1,3.8
101,21,85.1,3.6
104,12,85.1,4.2
99,0,86,3.1
92,0,86,2.5
88,0,86,2.1
90,0,86,2.3
91,0,86,2.5
92,0,86,2.5
92,0,86,2.5
88,0,86,2.2
86,0,86,2
87,0,85.1,2.2
90,0,85.1,2.3
92,20,86,2.6
86,12,86.9,2.7
98,0,86,3
86,0,86,2.2
90,0,86,2.3
98,12,86,3.6
104,0,86,5.2
109,0,86,5.4
109,8,86.9,6.3
111,0,89.6,6.7
120,15,90.5,8.7
113,23,90.5,7
94,53,89.6,3
100,30,88.7,3.7
101,78,87.8,3.6
97,60,86.9,2.5
90,0,86,2.3
90,0,86,2.3
90,0,85.1,2.4
98,0,85.1,3
101,13,85.1,3.9
110,0,84.2,6.8
89,0,84.2,2.4
90,0,84.2,2.2
87,0,84.2,2.2
86,0,84.2,2
87,0,84.2,2.2
89,0,84.2,2.3
89,0,84.2,2.4
88,0,84.2,2.3
90,11,85.1,2.6
100,20,85.1,3.4
97,21,85.1,3.1
91,29,85.1,2.6
99,20,85.1,3.3
97,0,85.1,2.8
100,0,85.1,3.9
96,0,85.1,2.9
90,0,85.1,2.3
85,0,85.1,2
88,0,85.1,2.3
91,0,85.1,2.4
95,0,85.1,2.7
95,0,85.1,2.7
97,0,86,2.9
100,0,86.9,3.1
100,0,86.9,3
100,0,87.8,3.1
89,0,88.7,2.4
93,0,88.7,2.6
97,7,88.7,3
108,0,88.7,5.7
106,0,88.7,5.1
100,0,88.7,3.1
101,0,88.7,3.2
100,0,88.7,3.1
104,0,88.7,3.6
103,0,88.7,3.3
104,0,89.6,4
104,0,89.6,4.1
104,0,89.6,3.8
103,0,90.5,3.3
100,0,90.5,3.3
94,0,91.4,2.6
90,0,91.4,2.4
90,0,90.5,2.3
91,0,90.5,2.4
91,0,90.5,2.5
88,0,89.6,2.2
87,0,90.5,2.1
87,0,90.5,2.1
89,0,89.6,2.3
84,0,89.6,2
88,0,89.6,2.2
89,0,89.6,2.3
88,0,89.6,2.2
89,0,89.6,2.3
90,0,89.6,2.3
91,0,88.7,2.5
89,0,89.6,2.3
91,0,89.6,2.4
90,0,89.6,2.4
90,0,89.6,2.3
91,0,89.6,2.5
94,0,89.6,2.6
97,0,89.6,3.1
93,0,89.6,2.6
87,0,89.6,2.2
92,0,90.5,2.4
91,0,90.5,2.5
80,0,90.5,1.8
86,0,90.5,2.2
87,0,90.5,2.2
97,0,90.5,3.1
104,0,90.5,5
108,0,90.5,6.7
98,0,90.5,3
91,0,89.6,2.4
93,0,89.6,2.6
94,0,89.6,2.6
93,0,88.7,2.6
88,0,88.7,2.2
91,0,88.7,2.5
91,0,88.7,2.5
93,0,89.6,2.5
91,0,89.6,2.4
91,0,88.7,2.5
92,0,88.7,2.5
93,0,88.7,2.7
89,0,88.7,2.3
90,0,88.7,2.4
92,0,88.7,2.5
91,0,88.7,2.4
95,0,88.7,2.7
91,0,88.7,2.3
91,0,88.7,2.4
90,0,89.6,2.4
90,0,88.7,2.3
91,0,88.7,2.4
94,0,88.7,2.7
90,0,88.7,2.6
85,0,89.6,2
87,0,89.6,2.1
88,0,89.6,2.3
90,0,89.6,2.3
85,0,89.6,2.1
86,0,89.6,2
86,0,89.6,2
84,0,89.6,2
86,0,89.6,2
86,0,89.6,2
88,0,89.6,2.3
85,0,89.6,1.9
87,0,88.7,2.1
86,0,88.7,2
88,0,88.7,2.2
89,0,88.7,2.2
86,0,88.7,2.1
88,0,88.7,2.2
88,0,87.8,2.1
90,0,87.8,2.3
87,0,87.8,2.2
87,0,87.8,2.1
87,0,87.8,2.1
89,0,87.8,2.3
89,0,86.9,2.2
90,0,86.9,2.4
85,0,87.8,2
87,0,88.7,2.1
87,0,88.7,2.2
89,0,88.7,2.3
91,0,88.7,2.3
88,0,88.7,2.2
88,0,88.7,2.4
88,0,88.7,2.3
91,0,88.7,2.6
94,12,88.7,2.5
90,0,88.7,2.5
97,0,88.7,3.1
92,0,88.7,2.6
88,0,88.7,2.3
86,0,88.7,2.1
78,0,87.8,1.7
82,0,87.8,1.7
82,0,87.8,1.9
81,0,87.8,1.7
82,0,86.9,1.7
83,0,86.9,1.8
80,0,86.9,1.7
82,0,86.9,1.7
82,0,86.9,1.7
89,0,86,2.3
83,0,86.9,1.8
83,0,86.9,1.9
74,0,86.9,1.5
74,0,86.9,1.5
78,0,86.9,1.5
83,0,86.9,1.9
73,0,86.9,1.5
83,0,86.9,2
80,0,86.9,1.7
78,0,86.9,1.6
80,0,86.9,1.6
77,0,86.9,1.5
79,0,86.9,1.6
80,0,86.9,1.6
79,0,86.9,1.6
79,0,86.9,1.6
80,0,86.9,1.6
80,0,86,1.6
82,0,86,1.8
77,0,86,1.6
87,0,86,2.3
106,0,86,5.4
86,0,86.9,2.1
93,0,87.8,2.6
85,0,87.8,2.1
89,15,87.8,2.5
90,0,87.8,2.4
83,0,87.8,1.8
82,0,87.8,1.8
86,0,87.8,2
79,0,86.9,1.6
81,0,86.9,1.7
79,0,86.9,1.7
79,0,86.9,1.6
82,0,86.9,1.8
85,0,86.9,1.9
85,0,86.9,1.9
83,0,86.9,1.8
85,0,86.9,1.9
93,0,86.9,3.1
104,0,86.9,5.2
