hr,steps,gsr,calories,temp
97,0,9.97E-05,2.7,88.7
92,0,0.00010076,2.2,89.6
90,0,9.48E-05,2.2,89.6
91,0,8.92E-05,2.2,89.6
91,0,8.82E-05,2.2,89.6
96,0,8.63E-05,2.7,89.6
93,0,6.99E-05,2.4,89.6
87,0,8.73E-05,2.1,89.6
87,0,9.80E-05,2,89.6
89,0,0.00012366,2.1,89.6
96,0,0.000132152,2.6,89.6
90,0,9.80E-05,2.3,89.6
93,0,8.26E-05,2.3,89.6
89,0,9.97E-05,2.1,89.6
92,0,9.43E-05,2.3,89.6
88,0,9.32E-05,2.1,89.6
91,0,0.00012713,2.2,89.6
94,0,0.000133623,2.5,89.6
89,0,8.68E-05,2,89.6
88,0,0.000101881,2,89.6
85,0,6.92E-05,2,89.6
89,0,8.21E-05,2.1,89.6
97,0,8.97E-05,2.6,89.6
90,0,8.77E-05,2.1,89.6
94,0,8.39E-05,2.4,89.6
88,0,8.58E-05,2.1,89.6
93,0,9.02E-05,2.3,89.6
90,0,8.97E-05,2.2,89.6
87,0,9.22E-05,1.9,89.6
91,0,8.63E-05,2.3,89.6
90,10,8.53E-05,2.2,89.6
91,0,8.44E-05,2.4,89.6
88,0,8.73E-05,1.9,89.6
92,0,9.22E-05,2.3,89.6
97,0,8.16E-05,2.7,89.6
94,0,8.77E-05,2.5,89.6
91,0,6.58E-05,2.2,88.7
91,0,6.84E-05,2.3,89.6
86,0,8.30E-05,1.9,89.6
92,0,6.99E-05,2.3,89.6
91,0,6.92E-05,2.2,89.6
93,0,7.60E-05,2.3,89.6
89,0,7.77E-05,2.2,89.6
90,0,7.90E-05,2.1,89.6
93,0,7.68E-05,2.4,89.6
97,0,7.51E-05,2.6,89.6
93,0,7.47E-05,2.3,89.6
96,0,7.56E-05,2.7,89.6
94,0,6.62E-05,2.4,89.6
95,0,7.31E-05,2.6,89.6
93,0,7.31E-05,2.4,89.6
87,0,6.29E-05,2,89.6
88,0,6.69E-05,2,89.6
78,0,7.15E-05,1.6,89.6
91,0,6.73E-05,2.3,89.6
95,0,7.03E-05,2.5,89.6
84,0,7.07E-05,1.8,89.6
91,0,6.69E-05,2.3,89.6
95,0,6.80E-05,2.7,89.6
92,0,7.15E-05,2.1,89.6
90,0,7.27E-05,2.1,89.6
86,0,7.51E-05,2,89.6
90,0,7.11E-05,2.1,89.6
92,0,6.99E-05,2.4,89.6
92,0,7.27E-05,2.3,89.6
94,0,7.07E-05,2.8,89.6
97,0,7.11E-05,2.6,89.6
89,0,7.51E-05,2.1,89.6
88,0,7.43E-05,2.1,89.6
83,0,7.31E-05,1.9,89.6
77,0,7.23E-05,1.8,89.6
86,0,7.73E-05,2.5,89.6
112,99,6.47E-05,6.1,89.6
108,105,6.36E-05,4.1,89.6
102,115,6.76E-05,3.6,88.7
105,123,6.62E-05,5.5,88.7
102,84,6.16E-05,3.5,88.7
104,0,6.26E-05,3.1,88.7
88,0,6.26E-05,2,87.8
90,0,6.29E-05,2.2,87.8
96,0,6.26E-05,2.6,86.9
98,0,6.19E-05,2.8,86.9
98,0,6.29E-05,2.7,86.9
97,0,6.36E-05,2.7,86
98,8,6.40E-05,2.7,86
103,0,6.47E-05,3.4,86
87,0,6.62E-05,2,86
97,0,6.69E-05,2.5,86
94,95,6.73E-05,2.9,86.9
113,124,6.58E-05,7.1,86.9
117,124,7.27E-05,8.4,86.9
115,124,6.95E-05,8.1,86.9
107,120,6.73E-05,5.4,86.9
114,124,6.80E-05,7.2,86
106,8,6.92E-05,4.9,86
100,115,9.32E-05,4.7,85.1
125,124,9.43E-05,10,85.1
120,119,0.000115713,9.4,85.1
120,106,0.000185228,8.7,84.2
107,56,0.00018833,5,84.2
107,0,0.000227326,4.2,84.2
99,32,0.000858154,3.1,84.2
119,47,0.00269871,7.8,84.2
88,19,0.00582488,2.5,84.2
85,0,0.00415579,2,84.2
78,0,0.00361875,1.6,84.2
85,0,0.00259615,1.8,84.2
90,0,0.00155158,2.2,84.2
92,0,0.000703117,2.3,84.2
92,0,0.000615653,2.7,84.2
105,0,0.000466815,4.1,85.1
103,13,0.000444131,4.3,85.1
103,0,0.000290012,4,85.1
105,17,0.000212717,4.1,85.1
83,0,0.000277451,1.9,85.1
85,14,0.000308218,1.9,86
104,0,0.000285237,2.9,86
104,0,0.000352006,2.9,86
97,13,0.000336759,3.1,86.9
93,0,0.000262511,2.3,86.9
106,11,0.000236306,3.9,86.9
97,21,0.000258188,2.8,87.8
95,14,0.000367943,2.8,87.8
88,11,0.000275919,2.3,87.8
98,11,0.000282096,2.9,87.8
99,0,0.000203504,3,87.8
104,0,0.000240263,3.1,87.8
98,0,0.000242937,2.8,87.8
96,0,0.000244286,2.5,88.7
106,0,0.000241596,4.1,88.7
105,0,0.000204633,3.2,88.7
103,0,0.000205769,3.1,88.7
101,0,0.000182178,2.9,89.6
103,0,0.0002199,3,89.6
103,9,0.000238937,3.1,89.6
103,3,0.000271376,3.4,89.6
88,0,0.000397589,2.1,89.6
94,0,0.000563475,2.4,89.6
102,0,0.000598849,3,89.6
104,0,0.000518582,3.1,89.6
104,0,0.000382479,3.2,89.6
105,0,0.000336759,3.2,90.5
105,0,0.000306517,3.2,90.5
102,0,0.000304825,3.1,90.5
100,29,0.000240263,3,90.5
104,39,0.000399796,3.2,90.5
105,0,0.000512873,4.8,90.5
79,15,0.00051572,1.8,90.5
88,9,0.000434406,2.3,90.5
99,7,0.000244286,2.9,89.6
108,0,0.000359887,4.9,89.6
103,0,0.000272882,3.1,88.7
100,0,0.000303143,2.9,88.7
94,0,0.000318626,2.5,88.7
91,0,0.000327567,2.3,88.7
92,0,0.000329386,2.4,88.7
93,0,0.000427252,2.4,88.7
88,0,0.000361884,2,88.7
90,0,0.000288412,2.2,88.7
88,0,0.000224823,2.3,88.7
95,20,0.000278991,2.7,88.7
95,34,0.000171417,3.1,89.6
110,23,0.000118304,4.6,88.7
104,0,0.000422548,3.4,88.7
122,0,11.0687,9.5,91.4
117,9,13.2136,7.8,92.3
115,0,11.6986,7.6,94.1
105,8,5.79229,4.7,94.1
97,16,0.802947,2.9,93.2
108,0,2.34978,5.1,92.3
99,30,0.947985,3.5,91.4
102,46,1.78171,3.2,90.5
115,0,0.632882,7.2,88.7
95,0,0.759711,2.7,87.8
102,0,0.38245,3,87.8
96,0,0.194674,2.5,86.9
95,0,0.132142,2.6,86.9
91,0,0.200137,2.3,86.9
97,0,0.2916,2.9,86.9
95,0,0.340482,2.7,86.9
94,0,0.27897,2.5,87.8
95,0,0.259602,2.5,87.8
97,0,0.256744,2.7,87.8
100,0,0.167651,2.9,87.8
98,0,0.125027,2.8,87.8
96,0,0.142789,2.6,87.8
92,0,0.139662,2.4,87.8
94,0,0.103008,2.4,87.8
94,0,0.0834689,2.5,87.8
94,0,0.0612224,2.4,86.9
94,0,0.0451544,2.4,86.9
94,0,0.029979,2.5,86.9
97,0,0.0241584,2.8,86.9
98,0,0.0282082,2.8,86.9
94,0,0.0293226,2.6,87.8
103,0,0.0157752,4,87.8
101,0,0.0206901,4.5,87.8
95,0,0.0156015,2.5,87.8
95,0,0.0142004,2.5,88.7
85,0,0.0118954,2,88.7
94,0,0.00785404,2.4,88.7
95,0,0.00515707,2.5,87.8
100,0,0.00388873,2.9,87.8
99,0,0.00598834,2.9,87.8
92,34,0.00901963,2.6,88.7
84,21,0.00734933,2.2,88.7
86,18,0.00802987,2.2,88.7
99,0,0.00622491,3,88.7
92,0,0.00576076,2.3,88.7
94,0,0.00441668,2.4,88.7
92,0,0.00323953,2.3,88.7
95,0,0.00359878,2.5,88.7
93,0,0.00527252,2.4,88.7
93,0,0.00496108,2.4,88.7
93,0,0.000699236,2.4,87.8
96,0,0.00116352,2.6,87.8
95,0,0.00190421,2.6,87.8
93,0,0.00171413,2.4,87.8
94,0,0.00174283,2.5,87.8
102,0,0.00180168,3,87.8
106,0,0.000654302,3,87.8
96,0,0.00122974,2.6,87.8
95,0,0.00132882,2.5,87.8
98,0,0.00128542,2.7,88.7
95,0,0.00127127,2.5,88.7
99,0,0.00100757,2.8,87.8
96,0,0.000687721,2.5,87.8
96,0,0.000469406,2.6,87.8
97,0,0.000639975,2.9,87.8
99,0,0.000536094,2.9,87.8
101,0,0.000496121,3.1,87.8
104,0,0.000427252,3.2,87.8
102,0,0.000451567,3.1,88.7
104,0,0.000482579,3.2,87.8
102,0,0.000493382,3,87.8
103,0,0.000451567,3.2,87.8
102,0,0.000464239,3,87.8
98,0,0.000222348,2.7,86.9
97,0,0.000203504,2.7,86.9
98,0,0.00018729,2.7,86.9
99,0,0.000208059,2.7,86.9
97,0,0.000266907,2.7,87.8
102,0,0.000272882,3,87.8
106,0,0.000245642,3.3,87.8
97,0,0.000189375,2.6,87.8
96,0,0.000168594,2.6,87.8
97,0,0.000145997,2.6,87.8
99,0,0.000129976,2.8,86.9
100,0,0.000117001,2.8,86.9
98,0,0.000104162,2.7,86.9
100,0,9.38E-05,2.9,86.9
102,0,8.58E-05,3,86.9
101,0,7.99E-05,2.9,86.9
102,0,7.47E-05,3,86.9
99,0,0.000102447,2.8,87.8
100,0,7.07E-05,2.8,87.8
103,0,7.03E-05,3.4,86.9
101,0,6.92E-05,2.9,87.8
105,0,6.69E-05,3.4,86.9
105,0,6.95E-05,3.3,86.9
103,0,8.12E-05,3.2,87.8
107,0,7.19E-05,3.8,87.8
101,0,6.69E-05,2.9,87.8
102,0,7.11E-05,3,87.8
101,0,7.27E-05,2.9,87.8
99,0,7.60E-05,2.9,87.8
89,0,7.23E-05,2.1,87.8
64,0,7.15E-05,1.6,87.8
84,0,7.07E-05,2,88.7
99,0,7.51E-05,2.8,88.7
101,0,7.39E-05,3,88.7
96,0,7.11E-05,2.6,88.7
93,0,6.76E-05,2.4,88.7
98,0,7.07E-05,2.7,88.7
96,0,6.73E-05,2.6,88.7
97,0,6.62E-05,2.6,87.8
95,0,6.54E-05,2.7,87.8
90,0,6.92E-05,2.3,87.8
100,0,7.56E-05,2.8,88.7
98,0,8.21E-05,2.4,88.7
98,11,8.49E-05,2.9,88.7
102,0,7.81E-05,3,88.7
100,0,6.84E-05,2.8,88.7
82,0,7.11E-05,1.9,88.7
83,0,7.31E-05,1.7,88.7
93,0,7.39E-05,2.4,87.8
96,0,7.43E-05,2.5,87.8
94,0,7.23E-05,2.4,87.8
90,0,7.43E-05,2.2,87.8
98,0,7.35E-05,2.7,87.8
107,0,7.60E-05,3.2,87.8
96,0,7.60E-05,2.5,87.8
100,0,7.68E-05,2.9,87.8
82,0,7.77E-05,2,88.7
77,0,7.73E-05,1.9,88.7
112,0,8.03E-05,6.1,88.7
106,13,8.30E-05,3.5,88.7
100,0,8.49E-05,2.9,88.7
104,13,8.49E-05,3.5,88.7
100,0,8.30E-05,2.9,88.7
98,0,7.51E-05,2.7,87.8
97,0,7.64E-05,2.6,87.8
96,0,7.60E-05,2.6,87.8
93,0,7.51E-05,2.4,87.8
90,0,7.27E-05,2.2,87.8
94,0,7.15E-05,2.4,87.8
93,0,7.23E-05,2.4,87.8
95,0,7.19E-05,2.5,87.8
95,0,7.51E-05,2.5,87.8
94,0,7.39E-05,2.4,87.8
96,0,7.35E-05,2.6,87.8
92,0,7.19E-05,2.4,87.8
96,0,7.47E-05,2.6,87.8
96,0,7.35E-05,2.6,88.7
103,27,7.23E-05,3.5,88.7
113,0,7.19E-05,6.9,88.7
93,0,6.58E-05,2.5,88.7
96,0,6.47E-05,2.6,88.7
96,0,6.58E-05,2.6,88.7
97,0,6.36E-05,2.6,87.8
99,0,6.44E-05,2.8,87.8
99,0,6.58E-05,2.8,88.7
98,0,6.51E-05,2.8,88.7
98,0,6.65E-05,2.7,88.7
96,0,6.33E-05,2.6,87.8
96,0,6.26E-05,2.7,87.8
94,0,6.23E-05,2.5,87.8
95,0,6.58E-05,2.5,88.7
95,0,6.36E-05,2.6,88.7
100,0,6.54E-05,2.9,88.7
97,0,6.76E-05,2.7,89.6
97,0,6.99E-05,2.6,89.6
92,0,7.15E-05,2.4,89.6
93,0,7.11E-05,2.4,89.6
93,0,7.03E-05,2.4,89.6
96,0,7.11E-05,2.6,89.6
90,0,6.88E-05,2.2,89.6
93,0,6.36E-05,2.4,89.6
95,0,6.92E-05,2.6,89.6
95,0,6.73E-05,2.5,89.6
99,0,6.76E-05,2.8,89.6
93,0,6.88E-05,2.4,89.6
94,0,6.92E-05,2.4,89.6
95,0,7.07E-05,2.5,90.5
93,0,6.99E-05,2.4,90.5
